transaction_id,step,transaction_type,amount,sender_account,sender_old_balance,sender_new_balance,recipient_account,recipient_old_balance,recipient_new_balance,is_suspicious
6219,2,PAYMENT,242467.65,C761316,387971.89,145504.24,M947841,722828.69,722828.69,0
15923,1,PAYMENT,398867.93,C333502,205475.18,0,M280097,615151.53,615151.53,0
10481,1,PAYMENT,301730.84,C782726,973962.34,672231.5,M799892,593099.44,593099.44,0
8800,24,PAYMENT,34957.42,C761138,776410.79,741453.37,M629722,57114.91,57114.91,0
9070,10,CASH_OUT,57221.45,C907416,322251.04,265029.59,C476133,482875.18,540096.63,0
21268,9,CASH_OUT,328115.21,C216108,276109.32,0,C818568,674204.53,1002319.74,1
1770,10,TRANSFER,470468.33,C784277,675051.92,204583.59,C874726,904591.02,1375059.35,1
13755,24,PAYMENT,230611.17,C978760,902270.77,671659.6,M244234,952157.26,952157.26,0
11834,25,PAYMENT,91470.02,C119155,447328.76,355858.74,M833703,975792.94,975792.94,0
10835,11,DEPOSIT,216239.07,C133151,244626.14,244626.14,M246789,185956.1,402195.17,0
13703,17,PAYMENT,442338.82,C713329,658727.14,216388.32,M210612,266977.05,266977.05,0
7627,19,TRANSFER,51437.03,C247777,218807.65,167370.62,C755093,456883.02,508320.05,0
24475,17,CASH_OUT,238034.53,C372986,113774.26,0,C987349,420293.38,658327.91,1
20856,5,PAYMENT,499364.11,C396214,349824.88,0,M153316,101222.06,101222.06,0
12585,12,TRANSFER,2299.37,C612049,232254.99,229955.62,C956560,628347.64,630647.01,0
3563,7,DEPOSIT,145642.45,C398129,814130.36,814130.36,M315327,390545.98,536188.43,0
6660,13,PAYMENT,290216.12,C117276,906979.01,616762.89,M666496,739731.41,739731.41,0
131,1,DEPOSIT,221290.98,C674625,176760.23,176760.23,M538701,574970.63,796261.61,0
16661,29,PAYMENT,1296.46,C163702,354645.98,353349.52,M159710,947160.59,947160.59,0
3221,28,PAYMENT,314437.51,C156698,856672.09,542234.58,M674790,387872.27,387872.27,0
4881,23,TRANSFER,327479.21,C667316,478263.95,150784.74,C807382,717779.4,1045258.61,1
4919,11,TRANSFER,460487.02,C905907,916377.2,455890.18,C578920,56503.72,516990.74,1
1177,7,TRANSFER,65423.91,C482907,855729.08,790305.17,C510676,772756.44,838180.35,0
22909,5,PAYMENT,429051.22,C448924,752002.5,322951.28,M938498,653407.17,653407.17,0
1826,15,TRANSFER,458863.73,C269623,902864.79,444001.06,C924895,856226.94,1315090.67,1
21255,3,CASH_OUT,351699.52,C495200,250604.26,0,C600032,319061.04,670760.56,1
11035,12,CASH_OUT,286830.16,C824283,115021.31,0,C689187,606351.8,893181.96,1
17084,28,PAYMENT,24034.59,C736071,949223.49,925188.9,M313892,164119.52,164119.52,0
161,23,PAYMENT,336478.47,C328552,140799.91,0,M696715,216328.97,216328.97,0
8973,6,PAYMENT,36501.1,C300541,121080.42,84579.32,M637818,212564.28,212564.28,0
16290,14,TRANSFER,84774.3,C295155,802602.15,717827.85,C683798,585428.9,670203.2,0
17480,5,TRANSFER,219438.62,C723222,445610.85,226172.23,C446876,381295.89,600734.51,1
13502,13,TRANSFER,468389.92,C996711,669363.43,200973.51,C540570,227673.68,696063.6,1
1708,5,DEPOSIT,284029.45,C187687,224616.92,224616.92,M752613,489272.52,773301.97,0
2217,10,PAYMENT,19952.19,C445053,465785.57,445833.38,M456835,821405.81,821405.81,0
6330,18,PAYMENT,56701.81,C650575,370344.2,313642.39,M358096,684924.23,684924.23,0
2996,11,DEPOSIT,484647.49,C228658,23186.01,23186.01,C645255,143227.56,627875.05,0
399,16,PAYMENT,401112.64,C898892,622829.24,221716.6,M359970,684449.05,684449.05,0
12216,10,CASH_OUT,36366.44,C548660,489613.2,453246.76,C995943,294850.46,331216.9,0
11936,24,PAYMENT,74152.75,C858691,531784.64,457631.89,M339835,748889.82,748889.82,0
17447,14,TRANSFER,404365.53,C403391,681118.1,276752.57,C519728,628927.94,1033293.47,1
16308,19,CASH_OUT,2616.65,C141806,768366.01,765749.36,C539181,453792.27,456408.92,0
12334,17,TRANSFER,430144.99,C400070,824878.65,394733.66,C363680,82933.56,513078.55,1
15011,22,CASH_OUT,382025.93,C319676,149635.77,0,C367654,735694.4,1117720.33,1
6714,23,PAYMENT,165028.67,C921191,483258.65,318229.98,M916237,235090.99,235090.99,0
3941,9,DEPOSIT,432217.16,C957192,569676.59,569676.59,M838510,310768.18,742985.34,0
15228,4,PAYMENT,496361.6,C453134,86039.49,0,M601639,958968.71,958968.71,0
9643,19,CASH_OUT,196942.45,C853785,441527.05,244584.6,C692310,716638.9,913581.35,0
12413,23,PAYMENT,187420.07,C437694,314764.66,127344.59,M456552,793829.26,793829.26,0
16005,15,PAYMENT,74962.19,C977139,382064.69,307102.5,M774415,6401.4,6401.4,0
14907,13,CASH_OUT,336241.84,C218942,842675.03,506433.19,C330188,754455.66,1090697.5,1
5944,26,PAYMENT,452685.01,C159482,539959.43,87274.42,M154826,986752.01,986752.01,0
9898,16,PAYMENT,35653.72,C729365,204195.89,168542.17,M138582,209508.32,209508.32,0
19769,13,TRANSFER,109607.16,C816535,648422.54,538815.38,C219516,465172.39,574779.55,0
450,28,PAYMENT,150550.58,C125090,378690.66,228140.08,M426421,489894.14,489894.14,0
15542,10,PAYMENT,353543.91,C807279,541649.02,188105.11,M104251,166372.7,166372.7,0
22681,9,PAYMENT,343494.52,C852933,463286.58,119792.06,M754409,585423.24,585423.24,0
12190,16,TRANSFER,193581.31,C380323,897426.24,703844.93,C773580,717434.67,911015.98,0
17769,1,CASH_OUT,293377.16,C536544,625275.79,331898.63,C929369,968785.88,1262163.04,1
20215,22,DEPOSIT,116434.78,C586664,551591.1,551591.1,M367130,889415.21,1005849.99,0
10657,22,PAYMENT,427427.32,C231384,818411.32,390984,M656196,184082.73,184082.73,0
8728,29,TRANSFER,425100.57,C292212,185312.5,0,C620569,348614.51,773715.08,1
24359,14,CASH_OUT,272771.42,C887768,460824.5,188053.08,C178007,196227.13,468998.55,1
6607,28,TRANSFER,187162.21,C864513,421620.06,234457.85,C806682,169071.74,356233.95,0
16350,17,PAYMENT,14555.07,C590691,633346.87,618791.8,M365902,549728.21,549728.21,0
367,19,TRANSFER,194521.79,C748423,961745.38,767223.59,C220019,976507.19,1171028.98,0
14883,20,TRANSFER,53880.51,C224068,539696.51,485816,C500330,20472.91,74353.42,0
18083,15,PAYMENT,48022.55,C713100,638402.53,590379.98,M142592,855372.76,855372.76,0
7560,20,CASH_OUT,491467.74,C619251,880104.54,388636.8,C296149,480798.63,972266.37,1
12797,3,PAYMENT,388418.6,C400485,696695,308276.4,M187903,831799.29,831799.29,0
18330,2,DEPOSIT,127407.16,C623941,683235.3,683235.3,M385030,141318.97,268726.13,0
13851,9,DEPOSIT,22574.53,C314308,323629.7,323629.7,M716515,231959.27,254533.8,0
1891,8,PAYMENT,197881.35,C109646,791531.07,593649.72,M683959,828369.01,828369.01,0
15720,28,CASH_OUT,302098.39,C647546,307966.74,5868.35,C751696,112091.14,414189.53,1
5204,22,CASH_OUT,23892.13,C682495,333268.98,309376.85,C948075,927958.38,951850.51,0
15960,2,PAYMENT,130240.35,C418318,367975.84,237735.49,M761982,736588.01,736588.01,0
5967,4,PAYMENT,68686,C322666,815088.76,746402.76,M973804,250911.47,250911.47,0
24492,1,CASH_OUT,243544.16,C858322,867488.73,623944.57,C319437,465575.78,709119.94,1
11133,3,PAYMENT,73032.31,C154182,561605.37,488573.06,M922534,249538.24,249538.24,0
7584,19,PAYMENT,430572.45,C936977,610648.85,180076.4,M116310,313138.89,313138.89,0
14041,12,PAYMENT,91082.54,C314503,802643.23,711560.69,M314337,790725.04,790725.04,0
1689,29,CASH_OUT,460338.34,C441885,860353.35,400015.01,C668978,303923.68,764262.02,1
14570,28,PAYMENT,292788.56,C901702,524169.98,231381.42,M923547,961443.37,961443.37,0
12834,30,PAYMENT,240899.52,C263854,599867.79,358968.27,M112422,754870.81,754870.81,0
23393,15,PAYMENT,300436.34,C146910,375945.71,75509.37,M423333,193634.26,193634.26,0
4615,12,CASH_OUT,303804.54,C988661,51870.43,0,C668240,430103.9,733908.44,1
17700,2,CASH_OUT,300546.35,C332543,4615.17,0,C657423,498638.43,799184.78,1
19172,11,CASH_OUT,184806.82,C664912,115298.8,0,C555493,432374.52,617181.34,0
7150,15,TRANSFER,422684.5,C498120,152854.46,0,C760258,685650.45,1108334.95,1
10948,10,TRANSFER,385746.12,C267271,800381.51,414635.39,C379237,580583.33,966329.45,1
24384,23,PAYMENT,361652.42,C166527,985472.63,623820.21,M491160,895032.58,895032.58,0
22247,15,PAYMENT,213308.28,C350421,595226.15,381917.87,M822377,464211.74,464211.74,0
4823,26,DEPOSIT,442120.13,C108651,915768.52,915768.52,M549900,414936.02,857056.15,0
20805,12,CASH_OUT,100955.84,C551025,284939.26,183983.42,C334313,267607.17,368563.01,0
14976,19,TRANSFER,285778.65,C551456,797948.36,512169.71,C359771,618276.51,904055.16,1
455,6,TRANSFER,80195.13,C406935,549553.37,469358.24,C320712,614624.78,694819.91,0
22763,11,PAYMENT,383292.84,C848093,601714.77,218421.93,M198568,1029.88,1029.88,0
6959,4,CASH_OUT,81756.02,C109844,972696.87,890940.85,C522445,309863.25,391619.27,0
165,5,TRANSFER,406673.53,C616066,69591.85,0,C625400,0,0,1
6741,4,PAYMENT,482851.86,C698828,548544.63,65692.77,M130434,483244.27,483244.27,0
183,7,DEPOSIT,351929.3,C495198,217246.57,217246.57,M992566,12642.6,364571.9,0
10854,15,TRANSFER,239511.27,C955186,232446.07,0,C749371,918021.51,1157532.78,1
20836,19,PAYMENT,400507.14,C141237,324997.36,0,M557136,202152.45,202152.45,0
16356,25,PAYMENT,152100.21,C760342,841011.69,688911.48,M687447,831117.63,831117.63,0
24283,23,DEPOSIT,355864.07,C176557,679424.4,679424.4,M300955,279523.29,635387.36,0
8292,9,CASH_OUT,232003.18,C145209,543830.24,311827.06,C624445,848087.05,1080090.23,1
17815,10,PAYMENT,417461.2,C852387,936922.82,519461.62,M740649,381740.05,381740.05,0
10867,7,TRANSFER,262560.67,C861531,889808.7,627248.03,C450033,944698.9,1207259.57,1
3743,6,PAYMENT,322962.09,C210723,298470.51,0,M970476,940356.71,940356.71,0
6357,15,PAYMENT,271414.24,C465891,716873.22,445458.98,M545792,685944.99,685944.99,0
15665,17,DEPOSIT,346093.74,C748139,303611.9,303611.9,M772645,671257.83,1017351.57,0
4788,23,PAYMENT,339338.31,C681022,517820.3,178481.99,M118774,222326.69,222326.69,0
7088,23,TRANSFER,448898.68,C767348,70523.76,0,C822620,271772.98,720671.66,1
255,24,TRANSFER,418058.04,C503727,217155.33,0,C746186,684544.43,1102602.47,1
4475,23,PAYMENT,269596.9,C183041,460639.92,191043.02,M987957,475710.1,475710.1,0
14615,19,DEPOSIT,366268.57,C622446,429414.68,429414.68,M968986,164038.23,530306.8,0
22174,6,TRANSFER,314827.83,C686636,153491.29,0,C421105,810404.29,1125232.12,1
9620,5,PAYMENT,435476.85,C715772,641561.81,206084.96,M283663,557265.16,557265.16,0
9515,23,CASH_OUT,303949.11,C661854,255923.76,0,C972204,746655.64,1050604.75,1
8767,30,DEPOSIT,425514.26,C531085,748889.61,748889.61,M895968,343356.82,768871.08,0
934,17,CASH_OUT,20039.88,C333041,983598.33,963558.45,C113891,439661.53,459701.41,0
17502,8,TRANSFER,405109.74,C496973,833990,428880.26,C477129,527565.79,932675.53,1
10093,17,PAYMENT,473309.98,C410554,411140.03,0,M556868,433974.71,433974.71,0
20978,6,PAYMENT,249500.9,C867437,589900.24,340399.34,M561782,938991.87,938991.87,0
11125,10,PAYMENT,63979.27,C199905,844205.17,780225.9,M865811,929397.65,929397.65,0
11067,6,TRANSFER,458251.68,C710653,114933.38,0,C645278,760429.36,1218681.04,1
17994,15,PAYMENT,422933.33,C433390,637961.81,215028.48,C374732,830647.8,830647.8,0
14933,13,PAYMENT,473301.95,C531578,342416.55,0,M202509,393258.66,393258.66,0
5643,4,CASH_OUT,210182.98,C386565,765527.4,555344.42,C102164,50622.97,260805.95,1
18503,12,PAYMENT,240539.59,C706602,39158.24,0,M434943,292613.34,292613.34,0
15818,3,PAYMENT,227538.91,C974454,326958.02,99419.11,M274807,787798.65,787798.65,0
8263,26,CASH_OUT,229942.16,C374602,447270.84,217328.68,C561525,428281.27,658223.43,1
1038,15,PAYMENT,384774.08,C316987,71427.65,0,M221752,891518.82,891518.82,0
23583,29,PAYMENT,480768.89,C189960,507281.85,26512.96,M826499,784340.89,784340.89,0
4849,21,PAYMENT,183890.63,C160135,455675.13,271784.5,M724677,396863.21,396863.21,0
5997,5,CASH_OUT,165136.32,C628122,318838.07,153701.75,C233501,413348.64,578484.96,0
10462,20,PAYMENT,289005.51,C688007,777635.21,488629.7,M353937,154272.6,154272.6,0
3358,28,CASH_OUT,401834.57,C182435,412574.43,10739.86,C564623,847224.52,1249059.09,1
4416,7,DEPOSIT,392194.2,C527455,48564.89,48564.89,M430843,267681.01,659875.21,0
14581,18,CASH_OUT,391097.61,C309674,499032.62,107935.01,C463373,127289.38,518386.99,1
3180,22,DEPOSIT,215801.48,C587258,185927.95,185927.95,M488189,750970.8,966772.28,0
9283,17,PAYMENT,340139.74,C368643,836611.4,496471.66,M548017,971413.66,971413.66,0
14955,7,TRANSFER,237537.34,C976892,838639.33,601101.99,C374699,234037.5,471574.84,1
16482,21,PAYMENT,287918.96,C845382,737395.93,449476.97,M980484,585563.48,585563.48,0
3348,28,PAYMENT,40851.76,C781304,21573.78,0,M459942,986612.86,986612.86,0
7921,1,PAYMENT,426239.81,C129677,23892.84,0,M936651,146587.68,146587.68,0
5001,9,PAYMENT,92727.91,C908027,288525.73,195797.82,M932031,360994.24,360994.24,0
13424,9,PAYMENT,158618.69,C132080,449641.41,291022.72,M738013,319664.18,319664.18,0
12869,25,CASH_OUT,426615.31,C635015,731230.18,304614.87,C170828,296052.26,722667.57,1
20450,14,PAYMENT,342137.21,C356360,334077.16,0,M122824,896984.27,896984.27,0
19376,19,PAYMENT,15344.14,C486121,325805.95,310461.81,M968080,760868.62,760868.62,0
21838,4,TRANSFER,298003.23,C211078,700808.72,402805.49,C254487,400118.55,698121.78,1
11762,27,DEPOSIT,372372.98,C992765,218515.81,218515.81,M727446,208819.62,581192.6,0
13287,29,DEPOSIT,395995.18,C466154,689627.4,689627.4,M879236,237773.99,633769.17,0
16700,24,TRANSFER,149153.55,C814874,856451.39,707297.84,C138057,815500.33,964653.88,0
8686,6,PAYMENT,21830.19,C303430,191605.66,169775.47,M751655,47103.52,47103.52,0
22751,18,TRANSFER,485504.81,C101908,46166.62,0,C160753,932352.27,1417857.08,1
18671,23,CASH_OUT,309141.65,C484939,967446.76,658305.11,C636697,952076.07,1261217.72,1
19918,25,CASH_OUT,89595.69,C448032,423338.97,333743.28,C916406,733887.58,823483.27,0
7323,29,PAYMENT,414618.54,C774703,79833.42,0,M224536,534798.43,534798.43,0
9392,20,CASH_OUT,96606.49,C670327,740013.13,643406.64,C312947,440305.97,536912.46,0
11292,12,TRANSFER,9999.99,C406984,652516.07,615358.52,C895228,306132.88,343290.43,0
20044,26,CASH_OUT,236692.92,C448778,50838.23,0,C241975,757829.26,994522.18,1
13523,1,TRANSFER,123195.52,C520488,186991.6,63796.08,C683665,67775.13,190970.65,0
10053,27,CASH_OUT,27089.6,C672243,210501.33,183411.73,C918358,93883.44,120973.04,0
6507,9,TRANSFER,88093.11,C588658,625245.05,537151.94,C492989,579109.63,667202.74,0
17842,7,PAYMENT,270095.84,C748209,934400.12,664304.28,M332884,464441,464441,0
21983,15,CASH_OUT,186021.72,C573896,508949.69,322927.97,C705560,318633.35,504655.07,0
8367,29,TRANSFER,443752.7,C249751,586496.71,142744.01,C172951,149034.27,592786.97,1
6849,22,PAYMENT,444192.47,C808930,519903.53,75711.06,M989737,961605.57,961605.57,0
15493,10,DEPOSIT,449147.82,C198120,541855.92,541855.92,M589160,148256.19,597404.01,0
9053,23,PAYMENT,489609.96,C178876,330214.99,0,M293258,977805.92,977805.92,0
9565,10,CASH_OUT,358361.24,C661821,950364.64,592003.4,C492416,957360.14,1315721.38,1
11980,23,CASH_OUT,126126.48,C471985,214246.59,88120.11,C519655,270642.79,396769.27,0
8044,30,TRANSFER,190389.71,C182057,361583.47,171193.76,C490439,714051.95,904441.66,0
16296,4,TRANSFER,114530.86,C227764,440270.34,325739.48,C230763,248827.94,363358.8,0
305,2,PAYMENT,390922.28,C502016,323716.21,0,M149460,669768.9,669768.9,0
11962,12,TRANSFER,102597.19,C283932,304754.78,202157.59,C712047,141343.69,243940.88,0
6194,11,TRANSFER,63854.08,C797530,956212.11,892358.03,C226827,589616.77,653470.85,0
7766,29,TRANSFER,450334.75,C528677,503495.67,53160.92,C430583,462691.27,913026.02,1
3921,3,PAYMENT,53903.05,C768488,375238.38,321335.33,C694936,0,0,0
18939,4,PAYMENT,442403.46,C889918,540793.58,98390.12,M315826,53435.43,53435.43,0
14876,9,PAYMENT,147674.88,C720146,660686.6,513011.72,M567061,645981.89,645981.89,0
7078,24,TRANSFER,122264.01,C860767,176412.93,54148.92,C314121,368113.24,490377.25,0
5953,18,DEPOSIT,294486.22,C109549,398494.4,398494.4,M851020,535559.85,830046.07,0
11181,24,PAYMENT,399139.36,C611678,446309.34,47169.98,M908250,946007.4,946007.4,0
6076,17,TRANSFER,254099.73,C858462,716894.93,462795.2,C867336,210140.83,464240.56,1
19967,3,PAYMENT,97349.18,C553033,800861.45,703512.27,M162228,61504.96,61504.96,0
17511,2,TRANSFER,154670.76,C577282,166267.34,11596.58,C573322,933507.72,1088178.48,0
15354,18,PAYMENT,154656.07,C842067,476780.83,322124.76,M983726,402436.85,402436.85,0
8729,8,TRANSFER,467928.99,C356551,764174.08,296245.09,C183264,763835.49,1231764.48,1
1140,26,PAYMENT,93190.75,C943009,726470.93,633280.18,M568259,563658.7,563658.7,0
8945,7,PAYMENT,408341.05,C512008,740834.25,332493.2,M678901,841897.08,841897.08,0
469,29,CASH_OUT,227119.99,C145693,348717.21,121597.22,C914671,694479.74,921599.73,1
13532,19,PAYMENT,303068.8,C438816,949248.88,646180.08,M998987,768531.48,768531.48,0
21474,28,CASH_OUT,459107.84,C224587,38860.16,0,C156768,786263.87,1245371.71,1
618,14,DEPOSIT,442057.14,C505219,808098.98,808098.98,M403588,634297.41,1076354.55,0
1311,3,DEPOSIT,415374.97,C304298,566929.95,566929.95,M112669,701873.35,1117248.32,0
19863,22,TRANSFER,458995.41,C351541,904982.64,445987.23,C908217,521695.39,980690.8,1
21523,14,PAYMENT,249577.52,C232742,966401.65,716824.13,M215251,931790.96,931790.96,0
5301,22,DEPOSIT,139165.55,C546095,313042.26,313042.26,M756123,312969.06,452134.61,0
5906,14,PAYMENT,214213.5,C498371,629401.41,415187.91,M385933,453242.6,453242.6,0
3252,1,PAYMENT,373099.49,C848036,184183.68,0,M356382,360110.45,360110.45,0
14551,26,TRANSFER,350774.69,C304038,422287.28,71512.59,C852472,982970.8,1333745.49,1
17404,15,TRANSFER,416940.11,C170360,209723.74,0,C829467,941097.65,1358037.76,1
10105,28,PAYMENT,155489.3,C594105,973569.35,818080.05,M959588,307330.83,307330.83,0
24031,7,PAYMENT,87854.58,C710472,941852.88,853998.3,M831827,408185.09,408185.09,0
22459,5,PAYMENT,399087.48,C223621,278395.63,0,M922305,181438.51,181438.51,0
14701,2,PAYMENT,17875.75,C821134,551415.75,533540,M439405,497062.91,497062.91,0
8759,17,CASH_OUT,278823.23,C590126,844014.37,565191.14,C940769,720189.74,999012.97,1
7265,16,PAYMENT,33002.87,C353628,260156.77,227153.9,M827858,589040.35,589040.35,0
10377,25,TRANSFER,186861.59,C523069,623395.52,436533.93,C945293,624078.04,810939.63,0
15349,29,PAYMENT,319423.49,C281241,492575.54,173152.05,M568360,395345.77,395345.77,0
24661,4,TRANSFER,404137.15,C699921,89319.75,0,C116111,946704.04,1350841.19,1
20238,8,CASH_OUT,126965.92,C903328,823691.83,696725.91,C359301,732380.13,859346.05,0
10192,6,CASH_OUT,236803.93,C989995,356089.71,119285.78,C410303,988966.52,1225770.45,1
24865,14,DEPOSIT,426397.84,C975547,585497.01,585497.01,M879860,408474.87,834872.71,0
290,21,CASH_OUT,256378.44,C288766,564402.93,308024.49,C941209,737124.97,993503.41,1
2657,5,TRANSFER,163851.45,C657390,279638.09,115786.64,C238741,35729.1,199580.55,0
3479,21,TRANSFER,411589.64,C688898,214984.39,0,C965131,677284.32,1088873.96,1
8700,19,TRANSFER,33883.65,C973850,888422.8,854539.15,C674006,592236.71,626120.36,0
22635,14,PAYMENT,386490.4,C525337,38091.14,0,M197794,620936.61,620936.61,0
2658,20,PAYMENT,18459.05,C256588,251500.92,233041.87,M135931,847856.74,847856.74,0
5519,24,CASH_OUT,178873.82,C582694,747507.97,568634.15,C827993,776191.97,955065.79,0
20290,29,CASH_OUT,383815.33,C264998,825984.74,442169.41,C684369,230191.52,614006.85,1
3527,5,PAYMENT,43347.42,C811112,978151.73,934804.31,M142129,150842,150842,0
1877,15,PAYMENT,135985.2,C900186,310293.42,174308.22,M784213,81892.53,81892.53,0
21309,19,PAYMENT,239053.3,C809803,69812.69,0,M441456,9141.7,9141.7,0
12354,7,PAYMENT,299922.03,C260411,543006.61,243084.58,M498658,882012.12,882012.12,0
7639,27,PAYMENT,123372.36,C825704,162067.23,38694.87,M377464,486946,486946,0
10386,1,TRANSFER,199236.52,C377413,981355.64,782119.12,C108491,75072.85,274309.37,0
7832,14,PAYMENT,207789.48,C398927,91862.35,0,M798625,681511.46,681511.46,0
9199,1,CASH_OUT,397948.92,C503862,589962.44,192013.52,C826299,667661.57,1065610.49,1
11956,13,PAYMENT,252815.71,C909484,417124.09,164308.38,M169798,5305.66,5305.66,0
16535,12,DEPOSIT,2191.38,C813981,623126.91,623126.91,M778391,652440.59,654631.97,0
2597,28,PAYMENT,62000.43,C114316,652924.18,590923.75,M779885,23377.72,23377.72,0
13632,4,PAYMENT,331075.3,C960125,289972.43,0,M264898,438058.75,438058.75,0
4798,8,CASH_OUT,297542.08,C417023,752639.56,455097.48,C951907,68728.2,366270.28,1
4489,9,PAYMENT,413893.4,C573421,176696.01,0,M722821,518254.91,518254.91,0
378,11,TRANSFER,487150.12,C652375,392504.32,0,C603040,648218.94,1135369.06,1
358,30,PAYMENT,77871.45,C396081,45833.68,0,M121094,718779.18,718779.18,0
24067,14,DEPOSIT,73630.91,C420357,16257.69,16257.69,M758486,882462.07,956092.98,0
24330,17,CASH_OUT,121174.57,C383866,181476.91,60302.34,C500691,724302.02,845476.59,0
14736,26,TRANSFER,198530.98,C556838,63874.29,0,C917864,259151.51,457682.49,0
14194,19,TRANSFER,365320.35,C624630,196392.6,0,C147549,677811.17,1043131.52,1
11483,13,PAYMENT,149151.14,C655724,190657.45,41506.31,M154502,412589.94,412589.94,0
19839,13,DEPOSIT,64839.25,C917864,741248.99,741248.99,M853630,492716.65,557555.9,0
5538,22,CASH_OUT,211834.86,C663703,822267.72,610432.86,C185676,796139.07,1007973.93,1
15158,16,TRANSFER,130466.86,C895477,630126.39,499659.53,C436751,884074.36,1014541.22,0
21400,29,PAYMENT,167331.5,C728722,728755.91,561424.41,M611261,27410.34,27410.34,0
2088,3,PAYMENT,111584.39,C793319,949787.1,838202.71,M542741,558800.83,558800.83,0
22658,12,PAYMENT,194748.68,C587951,625656.53,430907.85,M709220,35348.12,35348.12,0
7505,15,DEPOSIT,369062.62,C738010,41623.11,41623.11,M239656,885214.44,1254277.06,0
21032,1,PAYMENT,359359.85,C750162,368153.28,8793.43,M804933,203615.58,203615.58,0
10677,23,CASH_OUT,321082.8,C167564,684757.68,363674.88,C899799,988611.52,1309694.32,1
17636,10,PAYMENT,419393.9,C310831,631008.23,211614.33,M473573,370061.97,370061.97,0
5810,27,CASH_OUT,258658.87,C791393,760949.83,502290.96,C992249,961104.4,1219763.27,1
12117,18,TRANSFER,37438.6,C498083,50733,13294.4,C625400,0,0,1
4353,9,PAYMENT,313801.34,C732450,692550.24,378748.9,M463203,3007.96,3007.96,0
7145,9,PAYMENT,293789.1,C236587,300763.57,6974.47,M544593,356943.64,356943.64,0
6065,21,TRANSFER,157260.36,C983463,826266.43,669006.07,C553282,714753.57,872013.93,0
15193,19,TRANSFER,484559.92,C189594,557872.29,73312.37,C842522,635013.48,1119573.4,1
18535,1,PAYMENT,187739.79,C818617,350168.38,162428.59,M873609,515154.41,515154.41,0
21138,9,TRANSFER,269081.51,C463579,387861.06,118779.55,C760757,230576.56,499658.07,1
24654,8,PAYMENT,143022.47,C151403,724744.11,581721.64,M939411,337600.21,337600.21,0
8806,13,PAYMENT,50655.39,C698604,242939.43,192284.04,M466686,559976.74,559976.74,0
21711,5,TRANSFER,119495.33,C666315,938874.4,819379.07,C547192,662218.37,781713.7,0
24452,11,PAYMENT,353937.19,C840069,388819.6,34882.41,M798488,170124.26,170124.26,0
9424,6,TRANSFER,97570.25,C901953,483033.2,385462.95,C406717,943689.84,1041260.09,0
6057,20,TRANSFER,432515.69,C228287,789331.05,356815.36,C531395,664191.08,1096706.77,1
16842,9,TRANSFER,424619.72,C476577,662644.27,238024.55,C551840,696987.77,1121607.49,1
22801,9,CASH_OUT,150593.92,C312665,707035.83,556441.91,C164075,361863.37,512457.29,0
21110,5,CASH_OUT,21611.86,C805504,332739.14,311127.28,C938856,364418.3,386030.16,0
18126,23,TRANSFER,396640.44,C207750,886456.1,489815.66,C250822,228293.46,624933.9,1
5386,17,TRANSFER,452243.02,C310869,431599.56,0,C577135,746468.05,1198711.07,1
4319,29,TRANSFER,266725.01,C761353,473426.68,206701.67,C283088,718131.88,984856.89,1
2653,18,CASH_OUT,203922.59,C403541,670008.08,466085.49,C821351,931256.92,1135179.51,1
6018,4,TRANSFER,446211.8,C823625,206903.52,0,C817777,171125.34,617337.14,1
11588,8,TRANSFER,82171.56,C326494,623936.62,541765.06,C134887,647319.66,729491.22,0
19445,26,PAYMENT,159486.92,C120182,103685.42,0,M988750,750305.35,750305.35,0
21063,12,TRANSFER,273770.01,C381061,784325.11,510555.1,C770834,944114.61,1217884.62,1
13583,26,TRANSFER,276060.94,C432970,328373.46,52312.52,C684978,204916.61,480977.55,1
19617,11,PAYMENT,13503.35,C734044,67072.44,53569.09,M831583,57550.02,57550.02,0
6474,2,PAYMENT,148413.49,C572751,997440.43,849026.94,M104323,762837.57,762837.57,0
114,21,CASH_OUT,35107.6,C518597,183464.25,148356.65,C998728,616291.79,651399.39,0
12424,4,DEPOSIT,305579.44,C729735,860944.8,860944.8,M344977,144084.84,449664.28,0
473,3,TRANSFER,16607.91,C875471,682641.8,666033.89,C425148,98952.3,115560.21,0
21616,1,PAYMENT,35951.03,C424936,36866.3,915.27,M365982,514060.52,514060.52,0
18523,15,PAYMENT,418404.4,C901832,681411.4,263007,M865467,71975.1,71975.1,0
10129,18,DEPOSIT,400262.61,C748668,978283.69,978283.69,M325283,311659.29,711921.9,0
5867,20,PAYMENT,382758.29,C955391,579015.73,196257.44,M492313,749346.51,749346.51,0
13828,25,PAYMENT,25794.26,C368294,502707.68,476913.42,M793660,309576.18,309576.18,0
17505,27,PAYMENT,334760.86,C554853,184932.11,0,M140434,884147.75,884147.75,0
849,3,CASH_OUT,370894.25,C842886,144251.31,0,C423540,165519.74,536413.99,1
5050,6,PAYMENT,155609.47,C495140,4341.93,0,M495656,248091.81,248091.81,0
4572,10,CASH_OUT,80965.58,C899456,566155.78,485190.2,C391232,750240.39,831205.97,0
11929,4,TRANSFER,346904.17,C509792,147654.26,0,C698085,717539.62,1064443.79,1
11266,29,PAYMENT,121659.07,C874053,90434.49,0,M274552,723470.15,723470.15,0
